Super Formula Light @ Imola - Variante Alta
InputTorque60Hz,InputTorque500Hz
24.0881,24.4026
24.0881,24.2144
24.0881,24.0394
24.0881,23.9532
24.0881,23.9647
24.0881,24.0245
24.0881,24.0898
24.0881,24.0898
24.3584,24.3342
24.3584,24.2432
24.3584,24.0914
24.3584,23.9668
24.3584,23.9637
24.3584,24.0558
24.3584,24.2088
24.3584,24.3636
25.5495,24.8519
25.5495,24.9982
25.5495,25.0642
25.5495,25.1064
25.5495,25.1803
25.5495,25.2997
25.5495,25.4339
25.5495,25.5518
25.7502,25.9931
25.7502,25.9354
25.7502,25.7504
25.7502,25.5541
25.7502,25.4685
25.7502,25.5024
25.7502,25.6188
25.7502,25.7535
25.7215,26.0048
25.7215,25.9925
25.7215,25.8982
25.7215,25.7766
25.7215,25.6827
25.7215,25.6418
25.7215,25.6618
25.7215,25.7227
25.7215,25.7233
27.3775,26.0351
27.3775,26.1346
27.3775,26.2141
27.3775,26.3232
27.3775,26.5027
27.3775,26.7523
27.3775,27.0705
27.3775,27.3887
31.169,27.985
31.169,28.4866
31.169,28.9649
31.169,29.4415
31.169,29.8915
31.169,30.36
31.169,30.8189
31.169,31.1828
31.3976,31.3882
31.3976,31.5295
31.3976,31.6141
31.3976,31.6337
31.3976,31.5887
31.3976,31.5203
31.3976,31.4517
31.3976,31.3957
31.3976,31.3957
30.0487,30.9658
30.0487,30.9131
30.0487,30.8917
30.0487,30.8252
30.0487,30.6495
30.0487,30.436
30.0487,30.2176
30.0487,30.0447
30.0511,29.6176
30.0511,29.569
30.0511,29.5821
30.0511,29.6184
30.0511,29.6788
30.0511,29.8149
30.0511,29.9565
30.0511,30.0538
27.3651,29.7928
27.3651,29.5171
27.3651,29.1871
27.3651,28.8027
27.3651,28.3839
27.3651,27.9737
27.3651,27.619
27.3651,27.3578
27.3651,27.3567
26.7247,27.1106
26.7247,27.0747
26.7247,27.096
26.7247,27.1265
26.7247,27.1123
26.7247,27.0285
26.7247,26.8782
26.7247,26.7211
23.3865,26.5766
23.3865,26.4694
23.3865,26.3672
23.3865,26.2758
23.3865,26.2087
23.3865,25.5366
23.3865,24.4193
23.3865,23.3556
23.3865,23.3535
24.4623,23.135
24.4623,23.3168
24.4623,23.575
24.4623,23.805
24.4623,23.9895
24.4623,24.1466
24.4623,24.3171
24.4623,24.4686
